Date,Close,Open,High,Low,Change %,Log_Returns
11-02-2022,1.5286,1.5366,1.5377,1.5262,-0.49%,-0.004129935
14-02-2022,1.5223,1.5285,1.5315,1.5208,-0.41%,0.002951693
15-02-2022,1.5268,1.5229,1.5291,1.5223,0.30%,0.000785649
16-02-2022,1.528,1.5276,1.5313,1.5258,0.08%,-0.001440828
17-02-2022,1.5258,1.5286,1.5305,1.5231,-0.14%,-0.001705478
18-02-2022,1.5232,1.5264,1.5297,1.5229,-0.17%,-0.000788126
21-02-2022,1.522,1.5247,1.5317,1.5222,-0.08%,0.000853775
22-02-2022,1.5233,1.5225,1.5292,1.521,0.09%,-0.000525314
23-02-2022,1.5225,1.5243,1.5276,1.5212,-0.05%,-0.003948672
24-02-2022,1.5165,1.5234,1.5235,1.5105,-0.39%,0.005261439
25-02-2022,1.5245,1.5169,1.5266,1.5116,0.53%,-0.00315354
28-02-2022,1.5197,1.5132,1.5255,1.5074,-0.31%,-0.006337073
01-03-2022,1.5101,1.5202,1.5215,1.5062,-0.63%,-0.003382976
02-03-2022,1.505,1.5107,1.5118,1.5019,-0.34%,-0.002994512
03-03-2022,1.5005,1.5061,1.5071,1.4988,-0.30%,-0.009575859
04-03-2022,1.4862,1.5013,1.5022,1.4828,-0.95%,-0.005600366
07-03-2022,1.4779,1.4866,1.4901,1.4746,-0.56%,0.006474697
08-03-2022,1.4875,1.4784,1.4938,1.4779,0.65%,0.01089838
09-03-2022,1.5038,1.4887,1.5072,1.4868,1.10%,-0.007475672
10-03-2022,1.4926,1.5041,1.5099,1.4917,-0.74%,-0.003221047
11-03-2022,1.4878,1.4929,1.5012,1.4856,-0.32%,0.004827688
14-03-2022,1.495,1.4886,1.4995,1.4873,0.48%,0.000267523
15-03-2022,1.4954,1.4955,1.5051,1.4935,0.03%,0.002204336
16-03-2022,1.4987,1.4964,1.501,1.4924,0.22%,0.001400234
17-03-2022,1.5008,1.4995,1.5072,1.495,0.14%,-0.002668803
18-03-2022,1.4968,1.5014,1.5051,1.4942,-0.27%,-0.001069519
21-03-2022,1.4952,1.4988,1.5008,1.4945,-0.11%,0.000468055
22-03-2022,1.4959,1.4959,1.4986,1.4897,0.05%,-0.001404823
23-03-2022,1.4938,1.4961,1.4996,1.4888,-0.14%,-0.000937647
24-03-2022,1.4924,1.4941,1.4956,1.4892,-0.09%,-0.001139754
25-03-2022,1.4907,1.4928,1.4972,1.4907,-0.11%,0.002211278
28-03-2022,1.494,1.4913,1.4971,1.4892,0.22%,0.006205605
29-03-2022,1.5033,1.4944,1.5103,1.4931,0.62%,0.003718217
30-03-2022,1.5089,1.5039,1.5112,1.5029,0.37%,-0.006515981
31-03-2022,1.4991,1.5091,1.5129,1.499,-0.65%,-6.67089E-05
01-04-2022,1.499,1.4993,1.5022,1.4966,-0.01%,-0.007298081
04-04-2022,1.4881,1.5,1.5002,1.4872,-0.73%,-0.004107612
05-04-2022,1.482,1.4886,1.4899,1.4813,-0.41%,-0.00040494
06-04-2022,1.4814,1.4823,1.4862,1.4797,-0.04%,-0.000607718
07-04-2022,1.4805,1.4818,1.4879,1.4787,-0.06%,0.001754623
08-04-2022,1.4831,1.4811,1.4842,1.4783,0.18%,0.001549604
11-04-2022,1.4854,1.4914,1.4936,1.4832,0.16%,-0.005941949
12-04-2022,1.4766,1.4856,1.4864,1.4757,-0.59%,0.004257482
13-04-2022,1.4829,1.477,1.4856,1.4749,0.43%,-0.009894361
14-04-2022,1.4683,1.4835,1.4844,1.4624,-0.98%,-0.001908788
15-04-2022,1.4655,1.4685,1.4705,1.4657,-0.19%,0.001500068
18-04-2022,1.4677,1.4661,1.471,1.4651,0.15%,0.005029234
19-04-2022,1.4751,1.4684,1.4779,1.467,0.50%,0.002978409
20-04-2022,1.4795,1.4757,1.4824,1.4749,0.30%,-0.00101437
21-04-2022,1.478,1.4799,1.488,1.4757,-0.10%,0.001081958
22-04-2022,1.4796,1.4786,1.4826,1.4733,0.11%,-0.005285639
25-04-2022,1.4718,1.4864,1.4865,1.4712,-0.53%,-0.003812122
26-04-2022,1.4662,1.4724,1.474,1.4656,-0.38%,-0.005882772
27-04-2022,1.4576,1.4669,1.4686,1.4521,-0.59%,-0.001304363
28-04-2022,1.4557,1.4584,1.4628,1.454,-0.13%,0.001784489
29-04-2022,1.4583,1.4556,1.4611,1.4517,0.18%,-0.00240294
02-05-2022,1.4548,1.4588,1.4638,1.4554,-0.24%,0.000206193
03-05-2022,1.4551,1.4555,1.4627,1.4538,0.02%,0.0026081
04-05-2022,1.4589,1.4561,1.4615,1.4526,0.26%,-0.000274217
05-05-2022,1.4585,1.4598,1.4617,1.453,-0.03%,0.002191632
06-05-2022,1.4617,1.4593,1.4672,1.4552,0.22%,0.003891985
09-05-2022,1.4674,1.4622,1.4704,1.4597,0.39%,-0.00238802
10-05-2022,1.4639,1.4679,1.4721,1.4634,-0.24%,-0.002462213
11-05-2022,1.4603,1.4645,1.4663,1.4563,-0.25%,-0.007354238
12-05-2022,1.4496,1.4608,1.4663,1.4468,-0.73%,6.89822E-05
13-05-2022,1.4497,1.4502,1.4531,1.4464,0.01%,0.001103068
16-05-2022,1.4513,1.4492,1.4548,1.4474,0.11%,0.006250664
17-05-2022,1.4604,1.4519,1.4616,1.4496,0.63%,-0.002811398
18-05-2022,1.4563,1.461,1.4627,1.4547,-0.28%,0.004043178
19-05-2022,1.4622,1.4572,1.4635,1.4538,0.41%,-0.0030823
20-05-2022,1.4577,1.4626,1.4626,1.4548,-0.31%,0.006427812
23-05-2022,1.4671,1.4595,1.4691,1.4554,0.64%,0.003198478
24-05-2022,1.4718,1.4676,1.4743,1.4652,0.32%,-0.002448981
25-05-2022,1.4682,1.4728,1.4731,1.4655,-0.24%,0.00258486
26-05-2022,1.472,1.469,1.4741,1.4673,0.26%,-0.00258486
27-05-2022,1.4682,1.4727,1.4757,1.4654,-0.26%,0.003263977
30-05-2022,1.473,1.4698,1.474,1.4677,0.33%,-0.001834676
31-05-2022,1.4703,1.4734,1.4739,1.4654,-0.18%,-0.004703966
01-06-2022,1.4634,1.4705,1.4737,1.4619,-0.47%,0.006063308
02-06-2022,1.4723,1.4637,1.4739,1.4634,0.61%,0.001493145
03-06-2022,1.4745,1.4726,1.477,1.4717,0.15%,-0.001696929
06-06-2022,1.472,1.4755,1.4763,1.4702,-0.17%,-0.001495683
07-06-2022,1.4698,1.4721,1.4745,1.467,-0.15%,0.002989133
08-06-2022,1.4742,1.4703,1.4781,1.4676,0.30%,-0.00441892
09-06-2022,1.4677,1.4743,1.482,1.4672,-0.44%,-0.005876742
10-06-2022,1.4591,1.4684,1.4695,1.4563,-0.59%,-0.005222303
13-06-2022,1.4515,1.4593,1.4622,1.4503,-0.52%,-0.000275615
14-06-2022,1.4511,1.4519,1.4569,1.4483,-0.03%,-0.002622138
15-06-2022,1.4473,1.4516,1.4612,1.444,-0.26%,0.007982975
16-06-2022,1.4589,1.4478,1.4656,1.4422,0.80%,0.000479698
17-06-2022,1.4596,1.4593,1.4609,1.4526,0.05%,-0.000205557
20-06-2022,1.4593,1.4555,1.4631,1.4555,-0.02%,-0.00082265
21-06-2022,1.4581,1.4597,1.4654,1.4558,-0.08%,0.004516225
22-06-2022,1.4647,1.4585,1.4709,1.4553,0.45%,-0.0013664
23-06-2022,1.4627,1.4651,1.4699,1.4576,-0.14%,-0.000273504
24-06-2022,1.4623,1.4637,1.4658,1.4604,-0.03%,0.002868071
27-06-2022,1.4665,1.463,1.4692,1.4618,0.29%,-0.004716184
28-06-2022,1.4596,1.467,1.4685,1.4572,-0.47%,-0.003362732
29-06-2022,1.4547,1.4597,1.4634,1.454,-0.34%,0.001442556
30-06-2022,1.4568,1.4553,1.4581,1.4469,0.14%,-0.0005493
01-07-2022,1.456,1.4571,1.4601,1.4498,-0.05%,-0.001030751
04-07-2022,1.4545,1.4556,1.4603,1.4543,-0.10%,-0.008492473
05-07-2022,1.4422,1.4545,1.4586,1.4394,-0.85%,-0.008565214
06-07-2022,1.4299,1.4431,1.4439,1.4283,-0.85%,-0.005399543
07-07-2022,1.4222,1.4305,1.4323,1.4205,-0.54%,0.000702889
08-07-2022,1.4232,1.4233,1.4258,1.4148,0.07%,-0.008467451
11-07-2022,1.4112,1.4224,1.4253,1.4105,-0.84%,0.001062361
12-07-2022,1.4127,1.4116,1.4164,1.4074,0.11%,-0.000283186
13-07-2022,1.4123,1.4131,1.4205,1.4059,-0.03%,-0.004755323
14-07-2022,1.4056,1.413,1.4143,1.3967,-0.47%,0.004542881
15-07-2022,1.412,1.4061,1.4131,1.4043,0.46%,0.003464248
18-07-2022,1.4169,1.4126,1.4227,1.41,0.35%,0.004014797
19-07-2022,1.4226,1.4172,1.4299,1.413,0.40%,-0.003450343
20-07-2022,1.4177,1.4231,1.4297,1.4158,-0.34%,0.002536106
21-07-2022,1.4213,1.4181,1.4292,1.416,0.25%,-0.003241722
22-07-2022,1.4167,1.4216,1.4222,1.4096,-0.32%,0
25-07-2022,1.4167,1.4172,1.4206,1.4114,0.00%,-0.008150582
26-07-2022,1.4052,1.4169,1.4195,1.4045,-0.81%,0.003977278
27-07-2022,1.4108,1.4059,1.4137,1.4017,0.40%,-0.003337005
28-07-2022,1.4061,1.4105,1.4135,1.3996,-0.33%,0.003124337
29-07-2022,1.4105,1.4069,1.4131,1.4045,0.31%,0.001416933
01-08-2022,1.4125,1.4117,1.4145,1.4077,0.14%,-0.005679816
02-08-2022,1.4045,1.4138,1.417,1.4049,-0.57%,-0.001139845
03-08-2022,1.4029,1.4051,1.4087,1.4,-0.11%,0.004835393
04-08-2022,1.4097,1.4034,1.4111,1.4015,0.48%,-0.002485885
05-08-2022,1.4062,1.4103,1.4112,1.4013,-0.25%,-0.000924905
08-08-2022,1.4049,1.4068,1.4086,1.4038,-0.09%,0.001777905
09-08-2022,1.4074,1.4058,1.412,1.4047,0.18%,0.002129322
10-08-2022,1.4104,1.408,1.4187,1.4058,0.21%,0.001841752
11-08-2022,1.413,1.4109,1.417,1.4095,0.18%,-0.004610755
12-08-2022,1.4065,1.4131,1.4152,1.4047,-0.46%,-0.003989462
15-08-2022,1.4009,1.4075,1.4082,1.3997,-0.40%,0.000642238
16-08-2022,1.4018,1.4015,1.4056,1.397,0.06%,0.002778274
17-08-2022,1.4057,1.4024,1.4094,1.401,0.28%,-0.005349704
18-08-2022,1.3982,1.4061,1.409,1.3969,-0.53%,-0.001646327
19-08-2022,1.3959,1.3986,1.4016,1.3954,-0.16%,-0.004451472
22-08-2022,1.3897,1.3958,1.3996,1.3877,-0.44%,-0.002016856
23-08-2022,1.3869,1.3902,1.3923,1.3837,-0.20%,0.001369024
24-08-2022,1.3888,1.3879,1.3927,1.3839,0.14%,-0.002739925
25-08-2022,1.385,1.3892,1.3939,1.3836,-0.27%,0.002163722
26-08-2022,1.388,1.3855,1.3995,1.3843,0.22%,0.005030553
29-08-2022,1.395,1.3916,1.399,1.3872,0.50%,0.003220615
30-08-2022,1.3995,1.3954,1.4024,1.3946,0.32%,0.003851096
31-08-2022,1.4049,1.3999,1.406,1.3945,0.39%,-0.007430198
01-09-2022,1.3945,1.405,1.4065,1.3905,-0.74%,-7.17129E-05
02-09-2022,1.3944,1.3951,1.4047,1.3942,-0.01%,-0.00100452
05-09-2022,1.393,1.3945,1.3963,1.3884,-0.10%,-7.17901E-05
06-09-2022,1.3929,1.3934,1.402,1.3882,-0.01%,0.008008623
07-09-2022,1.4041,1.3931,1.4059,1.3914,0.80%,-7.12225E-05
08-09-2022,1.404,1.4045,1.4088,1.398,-0.01%,-7.12276E-05
09-09-2022,1.4039,1.4046,1.4125,1.4037,-0.01%,0.006248689
12-09-2022,1.4127,1.4099,1.4238,1.4063,0.63%,-0.007531654
13-09-2022,1.4021,1.4132,1.4203,1.402,-0.75%,0.000998004
14-09-2022,1.4035,1.4029,1.4068,1.3995,0.10%,0.003911116
15-09-2022,1.409,1.4032,1.4103,1.4,0.39%,-0.000994106
16-09-2022,1.4076,1.4093,1.4118,1.4021,-0.10%,0.002058125
19-09-2022,1.4105,1.4077,1.4119,1.4038,0.21%,-0.003693448
20-09-2022,1.4053,1.411,1.4144,1.4041,-0.37%,-0.008288722
21-09-2022,1.3937,1.4059,1.4078,1.3923,-0.83%,0.000645555
22-09-2022,1.3946,1.3943,1.4029,1.3925,0.06%,-0.005897176
23-09-2022,1.3864,1.3955,1.3968,1.3836,-0.59%,-0.003468212
26-09-2022,1.3816,1.387,1.3909,1.3741,-0.35%,-0.001013832
27-09-2022,1.3802,1.3821,1.3873,1.378,-0.10%,0.011382588
28-09-2022,1.396,1.3807,1.3981,1.3778,1.14%,0.007066663
29-09-2022,1.4059,1.3966,1.4066,1.3909,0.71%,7.11263E-05
30-09-2022,1.406,1.4066,1.4097,1.3973,0.01%,-0.000569152
03-10-2022,1.4052,1.4066,1.4096,1.3995,-0.06%,0.010829281
04-10-2022,1.4205,1.4063,1.4229,1.404,1.09%,-0.008554614
05-10-2022,1.4084,1.421,1.4221,1.406,-0.85%,-0.006625136
06-10-2022,1.3991,1.4091,1.4123,1.3989,-0.66%,-0.002361445
07-10-2022,1.3958,1.3993,1.4024,1.3939,-0.24%,-0.001146954
10-10-2022,1.3942,1.3953,1.3994,1.3918,-0.11%,0.000717
11-10-2022,1.3952,1.3948,1.4009,1.3935,0.07%,-0.001865271
12-10-2022,1.3926,1.3965,1.4001,1.3887,-0.19%,0.00422773
13-10-2022,1.3985,1.3929,1.4037,1.3831,0.42%,-0.008906185
14-10-2022,1.3861,1.3987,1.4001,1.3837,-0.89%,0.008405524
17-10-2022,1.3978,1.3858,1.3997,1.3852,0.84%,0.001215458
18-10-2022,1.3995,1.3982,1.4015,1.3945,0.12%,-0.005301632
19-10-2022,1.3921,1.4,1.4021,1.3899,-0.53%,0.000502711
20-10-2022,1.3928,1.393,1.398,1.3909,0.05%,0.001434926
21-10-2022,1.3948,1.3934,1.3986,1.3888,0.14%,0.006503042
24-10-2022,1.4039,1.3964,1.4066,1.3937,0.65%,0.005115464
25-10-2022,1.4111,1.4044,1.4135,1.4026,0.51%,0.003678295
26-10-2022,1.4163,1.4118,1.4181,1.4083,0.37%,-0.008580092
27-10-2022,1.4042,1.4168,1.4179,1.4026,-0.85%,0.000711896
28-10-2022,1.4052,1.405,1.4088,1.4026,0.07%,-0.004278997
31-10-2022,1.3992,1.4034,1.4076,1.397,-0.43%,-0.001430411
01-11-2022,1.3972,1.3993,1.4032,1.3952,-0.14%,-0.004591113
02-11-2022,1.3908,1.3975,1.4029,1.3906,-0.46%,-0.003312931
03-11-2022,1.3862,1.3915,1.3937,1.3841,-0.33%,0.008261838
04-11-2022,1.3977,1.3863,1.3984,1.3798,0.83%,0.003856046
07-11-2022,1.4031,1.3909,1.406,1.3894,0.39%,0.003770234
08-11-2022,1.4084,1.4038,1.4111,1.4006,0.38%,-0.002986563
09-11-2022,1.4042,1.409,1.4104,1.403,-0.30%,0.0045474
10-11-2022,1.4106,1.4045,1.4126,1.3944,0.46%,0.006500871
11-11-2022,1.4198,1.411,1.4225,1.4075,0.65%,-0.001974056
14-11-2022,1.417,1.422,1.4223,1.4133,-0.20%,0.000564414
15-11-2022,1.4178,1.4173,1.43,1.4129,0.06%,0.003942001
16-11-2022,1.4234,1.418,1.4268,1.417,0.39%,0.000280978
17-11-2022,1.4238,1.4244,1.4266,1.4214,0.03%,-0.002602062
18-11-2022,1.4201,1.4242,1.426,1.4181,-0.26%,-0.003809797
21-11-2022,1.4147,1.4197,1.4211,1.4126,-0.38%,0.003175838
22-11-2022,1.4192,1.4155,1.4208,1.4143,0.32%,0.008419921
23-11-2022,1.4312,1.4197,1.4339,1.4195,0.85%,0
24-11-2022,1.4312,1.4318,1.4355,1.4277,0.00%,-0.001538354
25-11-2022,1.429,1.4315,1.4336,1.4263,-0.15%,-0.002382121
28-11-2022,1.4256,1.4296,1.4405,1.4253,-0.24%,-0.004851818
29-11-2022,1.4187,1.4262,1.4277,1.4188,-0.48%,-0.001622518
30-11-2022,1.4164,1.4193,1.4225,1.4102,-0.16%,0.005281145
01-12-2022,1.4239,1.4169,1.4252,1.4116,0.53%,0.000351087
02-12-2022,1.4244,1.4251,1.4265,1.4134,0.04%,0.000210593
05-12-2022,1.4247,1.4217,1.428,1.4198,0.02%,-0.001826613
06-12-2022,1.4221,1.4246,1.4279,1.4215,-0.18%,0.000983975
07-12-2022,1.4235,1.4224,1.4304,1.4193,0.10%,0.003436309
08-12-2022,1.4284,1.4242,1.4294,1.4232,0.34%,-0.002804264
09-12-2022,1.4244,1.4294,1.4307,1.4193,-0.28%,0.001893741
12-12-2022,1.4271,1.4244,1.4313,1.4234,0.19%,0.003078432
13-12-2022,1.4315,1.4272,1.4424,1.4256,0.31%,0.005017083
14-12-2022,1.4387,1.4322,1.4417,1.4302,0.50%,0.005061196
15-12-2022,1.446,1.439,1.4517,1.4358,0.51%,-0.005756509
16-12-2022,1.4377,1.4464,1.4477,1.4377,-0.57%,0.000695314
19-12-2022,1.4387,1.4394,1.4428,1.4363,0.07%,-0.003481413
20-12-2022,1.4337,1.4395,1.4428,1.433,-0.35%,-0.000837346
21-12-2022,1.4325,1.4346,1.4381,1.4319,-0.08%,0.00041876
22-12-2022,1.4331,1.4332,1.4372,1.4318,0.04%,0.001115838
23-12-2022,1.4347,1.434,1.4364,1.4289,0.11%,-0.001115838
26-12-2022,1.4331,1.4349,1.4392,1.4306,-0.11%,0.000139548
27-12-2022,1.4333,1.4337,1.4359,1.4294,0.01%,-0.000907409
28-12-2022,1.432,1.4339,1.4368,1.4302,-0.09%,0.000139655
29-12-2022,1.4322,1.4322,1.437,1.4312,0.01%,0.001186281
30-12-2022,1.4339,1.4327,1.4359,1.4279,0.12%,-0.002653633
02-01-2023,1.4301,1.4344,1.4355,1.428,-0.27%,-0.007721504
03-01-2023,1.4191,1.4305,1.4339,1.4164,-0.77%,0.00112684
04-01-2023,1.4207,1.4191,1.4248,1.4165,0.11%,-0.003878844
05-01-2023,1.4152,1.4217,1.4258,1.415,-0.39%,0.003738058
06-01-2023,1.4205,1.4157,1.4225,1.4132,0.37%,0.004635491
09-01-2023,1.4271,1.4211,1.4293,1.4191,0.46%,0.001260504
10-01-2023,1.4289,1.4268,1.4315,1.4266,0.13%,0.001328811
11-01-2023,1.4308,1.4295,1.4344,1.4276,0.13%,0.001955035
12-01-2023,1.4336,1.4313,1.4367,1.4239,0.20%,-0.003703837
13-01-2023,1.4283,1.4341,1.4368,1.4272,-0.37%,0.000350005
16-01-2023,1.4288,1.4289,1.4318,1.4269,0.04%,-0.003294896
17-01-2023,1.4241,1.4298,1.4356,1.4236,-0.33%,0.000631778
18-01-2023,1.425,1.4245,1.4317,1.4236,0.06%,0.004131803
19-01-2023,1.4309,1.4255,1.4364,1.4232,0.41%,0.000628777
20-01-2023,1.4318,1.4313,1.4349,1.4289,0.06%,0.000628382
23-01-2023,1.4327,1.4328,1.4395,1.4313,0.06%,0.001952445
24-01-2023,1.4355,1.4329,1.4374,1.4325,0.20%,-0.001812858
25-01-2023,1.4329,1.4368,1.4382,1.4283,-0.18%,-0.00307542
26-01-2023,1.4285,1.4337,1.4343,1.4253,-0.31%,-0.001471155
27-01-2023,1.4264,1.429,1.4309,1.4227,-0.15%,-0.000981974
30-01-2023,1.425,1.4269,1.432,1.4246,-0.10%,0.001192271
31-01-2023,1.4267,1.4262,1.4295,1.422,0.12%,0.006009801
01-02-2023,1.4353,1.4273,1.4391,1.4261,0.60%,-0.004608947
02-02-2023,1.4287,1.4356,1.44,1.4268,-0.46%,-0.000560106
03-02-2023,1.4279,1.4288,1.4341,1.4222,-0.06%,-0.002454161
06-02-2023,1.4244,1.428,1.4311,1.4224,-0.25%,-0.003093801
07-02-2023,1.42,1.4244,1.4255,1.4167,-0.31%,-7.0425E-05
08-02-2023,1.4199,1.4203,1.4241,1.4198,-0.01%,0.002110596
09-02-2023,1.4229,1.4204,1.4256,1.4198,0.21%,-0.002040171
10-02-2023,1.42,1.4236,1.425,1.4181,-0.20%,0.002883164
13-02-2023,1.4241,1.4209,1.4267,1.4192,0.29%,0.000982594
14-02-2023,1.4255,1.4246,1.4305,1.4236,0.10%,0.001612169
15-02-2023,1.4278,1.4262,1.4313,1.4257,0.16%,-0.001822643
16-02-2023,1.4252,1.4281,1.431,1.4251,-0.18%,0.002662744
17-02-2023,1.429,1.4262,1.4311,1.4215,0.27%,-0.001610814
20-02-2023,1.4267,1.4297,1.43,1.4253,-0.16%,0.000350398
21-02-2023,1.4272,1.4274,1.4305,1.425,0.04%,-0.004424009
22-02-2023,1.4209,1.4276,1.4286,1.421,-0.44%,0.001055112
23-02-2023,1.4224,1.4215,1.4268,1.421,0.11%,0.000562272
24-02-2023,1.4232,1.4229,1.4252,1.4203,0.06%,0.003647079
27-02-2023,1.4284,1.423,1.4303,1.4229,0.37%,-0.001821877
28-02-2023,1.4258,1.4284,1.4341,1.4255,-0.18%,0.003780194
01-03-2023,1.4312,1.426,1.4331,1.425,0.38%,-0.002518541
02-03-2023,1.4276,1.4319,1.4346,1.4266,-0.25%,0.00063023
03-03-2023,1.4285,1.4281,1.4308,1.4274,0.06%,0.005375794
06-03-2023,1.4362,1.4303,1.4377,1.4277,0.54%,-0.005585827
07-03-2023,1.4282,1.4366,1.4384,1.4282,-0.56%,-0.000770497
08-03-2023,1.4271,1.4288,1.4299,1.4253,-0.08%,0.003078432
09-03-2023,1.4315,1.4275,1.4333,1.4267,0.31%,0.002860035
10-03-2023,1.4356,1.4322,1.4424,1.4314,0.29%,0.00590341
13-03-2023,1.4441,1.4363,1.4476,1.435,0.59%,-0.000554132
14-03-2023,1.4433,1.4446,1.4461,1.4387,-0.06%,-0.009747344
15-03-2023,1.4293,1.4436,1.4449,1.4215,-0.97%,-0.00097998
16-03-2023,1.4279,1.4301,1.4332,1.423,-0.10%,0.000700084
17-03-2023,1.4289,1.4289,1.4326,1.4251,0.07%,0.002935013
20-03-2023,1.4331,1.4336,1.4367,1.4276,0.29%,0.003552402
21-03-2023,1.4382,1.4336,1.4425,1.433,0.36%,0.004370909
22-03-2023,1.4445,1.4383,1.4465,1.4375,0.44%,-0.005832135
23-03-2023,1.4361,1.4448,1.449,1.4361,-0.58%,-0.002440131
24-03-2023,1.4326,1.4362,1.4394,1.4296,-0.24%,0.00299704
27-03-2023,1.4369,1.4341,1.4394,1.433,0.30%,0.001529903
28-03-2023,1.4391,1.4375,1.4402,1.4352,0.15%,0.001527566
29-03-2023,1.4413,1.4396,1.4448,1.4387,0.15%,0.00401607
30-03-2023,1.4471,1.4416,1.4513,1.4382,0.40%,-0.003391828
31-03-2023,1.4422,1.4479,1.4496,1.4417,-0.34%,0.002285557
03-04-2023,1.4455,1.4435,1.4495,1.4392,0.23%,0.004417761
04-04-2023,1.4519,1.446,1.4547,1.4452,0.44%,-0.00268975
05-04-2023,1.448,1.452,1.4541,1.4473,-0.27%,0.003309435
06-04-2023,1.4528,1.4481,1.4542,1.4467,0.33%,-0.001033022
07-04-2023,1.4513,1.4532,1.454,1.449,-0.10%,-0.00303637
10-04-2023,1.4469,1.452,1.4531,1.4443,-0.30%,0.004826264
11-04-2023,1.4539,1.4478,1.4554,1.4468,0.48%,0.003775791
12-04-2023,1.4594,1.4546,1.4611,1.4529,0.38%,0.000137033
13-04-2023,1.4596,1.4602,1.4631,1.4561,0.01%,0.001984875
14-04-2023,1.4625,1.46,1.4688,1.4591,0.20%,-0.003424661
17-04-2023,1.4575,1.4617,1.464,1.4562,-0.34%,0.00301432
18-04-2023,1.4619,1.4576,1.4631,1.4569,0.30%,-0.000205233
19-04-2023,1.4616,1.4621,1.4649,1.4599,-0.02%,-0.000547495
20-04-2023,1.4608,1.4621,1.4645,1.4588,-0.05%,0.003553373
21-04-2023,1.466,1.4614,1.467,1.4601,0.36%,0.004220277
24-04-2023,1.4722,1.4668,1.4741,1.4653,0.42%,-0.002380225
25-04-2023,1.4687,1.473,1.4763,1.4678,-0.24%,0.003805645
26-04-2023,1.4743,1.4688,1.4797,1.4674,0.38%,-0.001629218
27-04-2023,1.4719,1.4749,1.4771,1.4704,-0.16%,-0.000815605
28-04-2023,1.4707,1.4725,1.4746,1.4657,-0.08%,-0.002859868
01-05-2023,1.4665,1.473,1.4734,1.4649,-0.29%,0.000886072
02-05-2023,1.4678,1.467,1.4695,1.4627,0.09%,0.002245739
03-05-2023,1.4711,1.4683,1.4751,1.4679,0.22%,-0.005999882
04-05-2023,1.4623,1.4713,1.4733,1.4596,-0.60%,-0.00205367
05-05-2023,1.4593,1.4625,1.4638,1.4563,-0.21%,-0.001234229
08-05-2023,1.4575,1.4618,1.4643,1.4569,-0.12%,-0.001922945
09-05-2023,1.4547,1.4578,1.4583,1.4534,-0.19%,0
10-05-2023,1.4547,1.4552,1.4578,1.4529,0.00%,-0.000894055
11-05-2023,1.4534,1.455,1.4562,1.4503,-0.09%,-0.001101473
12-05-2023,1.4518,1.4534,1.4574,1.4515,-0.11%,0.000482044
15-05-2023,1.4525,1.4516,1.4564,1.451,0.05%,0.002131977
16-05-2023,1.4556,1.4531,1.4568,1.4525,0.21%,-0.000962266
17-05-2023,1.4542,1.4559,1.4582,1.4519,-0.10%,-0.002202947
18-05-2023,1.451,1.4546,1.4558,1.4508,-0.22%,0.000895533
19-05-2023,1.4523,1.4516,1.4559,1.4506,0.09%,0.002200978
22-05-2023,1.4555,1.4534,1.4566,1.4523,0.22%,-0.003303286
23-05-2023,1.4507,1.4559,1.4563,1.4499,-0.33%,-0.00055161
24-05-2023,1.4499,1.4512,1.4542,1.4489,-0.06%,0.001240695
25-05-2023,1.4517,1.4506,1.4532,1.4497,0.12%,-0.001240695
26-05-2023,1.4499,1.4521,1.4536,1.4478,-0.12%,-0.000689941
29-05-2023,1.4489,1.4504,1.4524,1.449,-0.07%,0.000276033
30-05-2023,1.4493,1.4495,1.4513,1.4461,0.03%,-0.003248215
31-05-2023,1.4446,1.4496,1.4509,1.4418,-0.32%,0.003386203
01-06-2023,1.4495,1.4449,1.4509,1.4432,0.34%,-0.003247766
02-06-2023,1.4448,1.4502,1.4512,1.4439,-0.32%,0.000346009
05-06-2023,1.4453,1.4461,1.4472,1.4426,0.03%,-0.002424579
06-06-2023,1.4418,1.4456,1.4469,1.4402,-0.24%,0.000624025
07-06-2023,1.4427,1.4419,1.4444,1.4394,0.06%,0.003183394
08-06-2023,1.4473,1.4429,1.4489,1.4421,0.32%,-0.002559758
09-06-2023,1.4436,1.4476,1.449,1.4434,-0.26%,0.001107727
12-06-2023,1.4452,1.4442,1.448,1.4426,0.11%,0.002211779
13-06-2023,1.4484,1.4454,1.4495,1.4449,0.22%,0.002689008
14-06-2023,1.4523,1.4484,1.455,1.4466,0.27%,0.006930415
15-06-2023,1.4624,1.4526,1.4641,1.4516,0.70%,0.000205121
16-06-2023,1.4627,1.4627,1.4654,1.4611,0.02%,0.001229844
19-06-2023,1.4645,1.4627,1.4658,1.4617,0.12%,0.001160133
20-06-2023,1.4662,1.4648,1.4691,1.4638,0.12%,0.003948
21-06-2023,1.472,1.4667,1.4734,1.4655,0.40%,0.000882762
22-06-2023,1.4733,1.4727,1.4768,1.4715,0.09%,-0.0009507
23-06-2023,1.4719,1.4736,1.4762,1.4663,-0.10%,0.002307276
26-06-2023,1.4753,1.4732,1.4775,1.4722,0.23%,0.00203142
27-06-2023,1.4783,1.4758,1.4797,1.4732,0.20%,-0.001692563
28-06-2023,1.4758,1.4788,1.4813,1.4743,-0.17%,-0.001559692
29-06-2023,1.4735,1.4763,1.4799,1.4729,-0.16%,0.001017467
30-06-2023,1.475,1.4735,1.4787,1.4701,0.10%,-0.000610356
